brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
Banana Republic,VILLAGE CORTE MADERA,,own-door,open,1516 Redwood Highway #c033,Corte Madera,CA,94925,(415) 413-5123,,https://bananarepublic.gap.com/stores/ca/corte-madera/banana-republic-8128.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Fig Garden Village,,own-door,open,742 West Shaw Avenue,Fresno,CA,93704,(559) 226-3906,,https://bananarepublic.gap.com/stores/ca/fresno/banana-republic-7652.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Glendale Galleria-CA,,own-door,open,1118 Glendale Galleria Ste 1069,Glendale,CA,91210,(818) 543-1455,,https://bananarepublic.gap.com/stores/ca/glendale/banana-republic-8144.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Century City,,own-door,open,"10250 Santa Monica Blvd Spaces H57, H67",Los Angeles,CA,90067,(310) 286-2754,,https://bananarepublic.gap.com/stores/ca/los-angeles/banana-republic-8469.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Grove At Farmers Mkt,,own-door,open,189 The Grove Drive Space J10,Los Angeles,CA,90036,(323) 692-5020,,https://bananarepublic.gap.com/stores/ca/los-angeles/banana-republic-8536.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,BEVERLY CENTER,,own-door,open,8500 Beverly Blvd Ste 765,Los Angeles,CA,90048,(310) 623-1170,,https://bananarepublic.gap.com/stores/ca/los-angeles/banana-republic-8044.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Del Monte S/C,,own-door,open,1410 Del Monte Center Store 1270,Monterey,CA,93940,(831) 641-9631,,https://bananarepublic.gap.com/stores/ca/monterey/banana-republic-8310.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Crystal Cove,,own-door,open,7912 East Coast Hwy,Newport Coast,CA,92657,(949) 494-4626,,https://bananarepublic.gap.com/stores/ca/newport-coast/banana-republic-7680.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Stanford,,own-door,open,172 Stanford Shopping Ctr 172,Palo Alto,CA,94304,(650) 322-0200,,https://bananarepublic.gap.com/stores/ca/palo-alto/banana-republic-8025.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Arden Fair,,own-door,open,1689 Arden Way Ste 1130,Sacramento,CA,95815,(916) 938-2857,,https://bananarepublic.gap.com/stores/ca/sacramento/banana-republic-8249.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,FASHION VALLEY,,own-door,open,7007 Friars Rd Ste 860,San Diego,CA,92108,(619) 436-4470,,https://bananarepublic.gap.com/stores/ca/san-diego/banana-republic-8213.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Geary St,,own-door,open,152 Geary Street,San Francisco,CA,94108,(628) 333-2510,,https://bananarepublic.gap.com/stores/ca/san-francisco/banana-republic-3804.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,BR at 2 Folsom,,own-door,open,2 Folsom Street,San Francisco,CA,94105,(415) 966-2610,,https://bananarepublic.gap.com/stores/ca/san-francisco/banana-republic-1869.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,COURT STREET,,own-door,open,990 Higuera St,San Luis Obispo,CA,93401,(805) 541-2318,,https://bananarepublic.gap.com/stores/ca/san-luis-obispo/banana-republic-6745.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Hillsdale,,own-door,open,60 31st Ave 125,San Mateo,CA,94403,(650) 345-9300,,https://bananarepublic.gap.com/stores/ca/san-mateo/banana-republic-8028.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,BALBOA BUILDING,,own-door,open,735 State St,Santa Barbara,CA,93101,(805) 564-7084,,https://bananarepublic.gap.com/stores/ca/santa-barbara/banana-republic-7685.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Valley Fair - CA,,own-door,open,2855 Stevens Creek Blvd Suite 1141,Santa Clara,CA,95050,(408) 260-4760,,https://bananarepublic.gap.com/stores/ca/santa-clara/banana-republic-8024.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Sherman Oaks Fash Sq,,own-door,open,14006 Riverside Dr Ste 208,Sherman Oaks,CA,91423,(818) 905-9157,,https://bananarepublic.gap.com/stores/ca/sherman-oaks/banana-republic-8233.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Del Amo,,own-door,open,3525 W Carson St Ste 452,Torrance,CA,90503,(310) 370-7281,,https://bananarepublic.gap.com/stores/ca/torrance/banana-republic-6936.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,CHERRY CREEK SC,,own-door,open,3000 E 1st Ave Ste 2215,Denver,CO,80206,(720) 617-6085,,https://bananarepublic.gap.com/stores/co/denver/banana-republic-9001.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,ASPEN GROVE,,own-door,open,7301 S Santa Fe Drive Unit 430,Littleton,CO,80120,(303) 738-9307,,https://bananarepublic.gap.com/stores/co/littleton/banana-republic-3047.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Danbury Fair,,own-door,open,7 Backus Ave Suite G-110,Danbury,CT,06810,(203) 798-2905,,https://bananarepublic.gap.com/stores/ct/danbury/banana-republic-8014.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Westfarms,,own-door,open,554 Westfarms Mall Space B219,Farmington,CT,06032,(860) 561-4360,,https://bananarepublic.gap.com/stores/ct/farmington/banana-republic-8013.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,MILFORD MARKETPLACE,,own-door,open,1650 Boston Post Road,Milford,CT,06460,(203) 878-7630,,https://bananarepublic.gap.com/stores/ct/milford/banana-republic-8070.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Aventura,,own-door,open,19501 Biscayne Blvd,Aventura,FL,33180,(305) 933-4722,,https://bananarepublic.gap.com/stores/fl/aventura/banana-republic-8254.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Shops @ Merrick Park,,own-door,open,350 San Lorenzo Ave,Coral Gables,FL,33146,(305) 448-9263,,https://bananarepublic.gap.com/stores/fl/coral-gables/banana-republic-6764.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,GALL @ FT LAUDERDALE,,own-door,open,2584 East Sunrise Blvd Space J18,Ft Lauderdale,FL,33304,(954) 564-5880,,https://bananarepublic.gap.com/stores/fl/ft-lauderdale/banana-republic-8094.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,ST JOHN'S T/C,,own-door,open,4711 River City Drive Suite 131,Jacksonville,FL,32246,(904) 996-2494,,https://bananarepublic.gap.com/stores/fl/jacksonville/banana-republic-3167.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Dadeland,,own-door,open,7535 N Kendall Drive Ste 1670a,Miami,FL,33156,(305) 661-8335,,https://bananarepublic.gap.com/stores/fl/miami/banana-republic-8427.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,MALL@ MILLENIA,,own-door,open,4200 Conroy Road F147,Orlando,FL,32839,(407) 226-8640,,https://bananarepublic.gap.com/stores/fl/orlando/banana-republic-3145.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Gardens (The),,own-door,open,3101 Pga Blvd Space Q217,Palm Beach Gardens,FL,33410,(561) 624-4495,,https://bananarepublic.gap.com/stores/fl/palm-beach-gardens/banana-republic-8193.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Shops @ Pembroke Gar,,own-door,open,14561 Sw 5th Street,Pembroke Pines,FL,33027,(954) 447-1105,,https://bananarepublic.gap.com/stores/fl/pembroke-pines/banana-republic-8243.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,AVALON,,own-door,open,6110 Avalon Blvd,Alpharetta,GA,30009,(678) 389-4208,,https://bananarepublic.gap.com/stores/ga/alpharetta/banana-republic-5103.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Lenox Square,,own-door,open,3393 Peachtree Rd Ne Space 3001,Atlanta,GA,30326,(404) 231-4905,,https://bananarepublic.gap.com/stores/ga/atlanta/banana-republic-8078.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,AVENUE AT EAST COBB,,own-door,open,4475 Roswell Road Suite 920,Marietta,GA,30062,(678) 560-0597,,https://bananarepublic.gap.com/stores/ga/marietta/banana-republic-8461.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Forum On Peachtree,,own-door,open,5145 Peachtree Parkway Base #450,Norcross,GA,30092,(770) 416-0493,,https://bananarepublic.gap.com/stores/ga/norcross/banana-republic-8005.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,TELFAIR BUILDING,,own-door,open,121 W Broughton St,Savannah,GA,31401,(912) 447-8473,,https://bananarepublic.gap.com/stores/ga/savannah/banana-republic-7654.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,INT'L MARKET PLACE,,own-door,open,2330 Kalakaua Avenue Space No. 266,Honolulu,HI,96815,(808) 892-2830,,https://bananarepublic.gap.com/stores/hi/honolulu/banana-republic-2174.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,SHOPS AT WAILEA,,own-door,open,"3750 Wailea Alanui Drive Building 4, Space A-47",Wailea,HI,96753,(808) 646-6699,,https://bananarepublic.gap.com/stores/hi/wailea/banana-republic-8480.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Boise T/Sq,,own-door,open,350 N Milwaukee Street Ste 1139,Boise,ID,83704,(208) 321-0995,,https://bananarepublic.gap.com/stores/id/boise/banana-republic-8486.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Deer Park,,own-door,open,20530 N Rand Rd Ste 210,Deer Park,IL,60010,(847) 726-4303,,https://bananarepublic.gap.com/stores/il/deer-park/banana-republic-8568.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,GENEVA COMMONS,,own-door,open,226 Commons Drive 2050,Geneva,IL,60134,(630) 232-4281,,https://bananarepublic.gap.com/stores/il/geneva/banana-republic-3139.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Oakbrook Center,,own-door,open,49 Oakbrook Center,Oak Brook,IL,60523,(331) 227-6690,,https://bananarepublic.gap.com/stores/il/oak-brook/banana-republic-8176.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Old Orchard S/C,,own-door,open,4999 Old Orchard #l14 Space F088,Skokie,IL,60077,(847) 675-0455,,https://bananarepublic.gap.com/stores/il/skokie/banana-republic-8173.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,FASHION MALL@KEYSTNE,,own-door,open,8701 Keystone At The Crossing Space 47-50,Indianapolis,IN,46240,(317) 844-4634,,https://bananarepublic.gap.com/stores/in/indianapolis/banana-republic-8177.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,TOWN CENTER PLAZA,,own-door,open,4852 W 119th Street,Leawood,KS,66209,(913) 338-5767,,https://bananarepublic.gap.com/stores/ks/leawood/banana-republic-8297.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,PADDOCK SHOPS,,own-door,open,4226 Summit Plaza Dr Suite B6,Louisville,KY,40241,(502) 327-7169,,https://bananarepublic.gap.com/stores/ky/louisville/banana-republic-7690.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,T/C @ CEDAR LODGE,,own-door,open,2373 Towne Center Blvd,Baton Rouge,LA,70806,(225) 216-2143,,https://bananarepublic.gap.com/stores/la/baton-rouge/banana-republic-8529.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,CANAL PLACE,,own-door,open,333 Canal Street Ste 102,New Orleans,LA,70130,(504) 581-2478,,https://bananarepublic.gap.com/stores/la/new-orleans/banana-republic-8473.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Copley Place,,own-door,open,100 Huntington Avenue Space F1,Boston,MA,02116,(617) 424-7817,,https://bananarepublic.gap.com/stores/ma/boston/banana-republic-8138.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,BURLINGTON MALL - MA,,own-door,open,75 Middlesex Turpike Suite 2052,Burlington,MA,01803,(781) 229-0332,,https://bananarepublic.gap.com/stores/ma/burlington/banana-republic-8108.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Legacy Place,,own-door,open,532 Legacy Place,Dedham,MA,02026,(781) 326-4117,,https://bananarepublic.gap.com/stores/ma/dedham/banana-republic-8330.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Natick Mall,,own-door,open,1245 Worcester Street Ste1082,Natick,MA,01760,(508) 653-2333,,https://bananarepublic.gap.com/stores/ma/natick/banana-republic-8104.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,WISCONSIN/CHEVY CHAS,,own-door,open,5430 Wisconsin Ave Space #2230,Chevy Chase,MD,20815,(301) 907-7740,,https://bananarepublic.gap.com/stores/md/chevy-chase/banana-republic-8196.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,COLUMBIA MALL - MD,,own-door,open,10300 Little Patuxent Pkwy Ste 2030,Columbia,MD,21044,(443) 319-1705,,https://bananarepublic.gap.com/stores/md/columbia/banana-republic-8563.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,MAINE MALL,,own-door,open,364 Maine Mall Road,South Portland,ME,04106,(207) 775-0720,,https://bananarepublic.gap.com/stores/me/south-portland/banana-republic-3189.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Twelve Oaks,,own-door,open,27964 Novi Road Space #e219,Novi,MI,48377,(248) 344-4060,,https://bananarepublic.gap.com/stores/mi/novi/banana-republic-8033.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,VILLAGE ROCHESTER,,own-door,open,244 N Adams Road D244,Rochester Hills,MI,48309,(248) 375-5745,,https://bananarepublic.gap.com/stores/mi/rochester-hills/banana-republic-3049.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,Mall of America,,own-door,open,114 South Avenue,Bloomington,MN,55425,(952) 697-9907,,https://bananarepublic.gap.com/stores/mn/bloomington/banana-republic-5019.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
Banana Republic,SOUTHDALE CENTER,,own-door,open,1060 Southdale Ctr,Edina,MN,55435,(952) 922-5070,,https://bananarepublic.gap.com/stores/mn/edina/banana-republic-8159.html,brand-stated: locator store-type tag (non-Factory),,,2026-09-05,banana_republic_classified_2026-09-05.csv
