brand,tee_low,tee_high,polo_low,polo_high,dress_shirt_low,dress_shirt_high,jeans_low,jeans_high,dress_pants_low,dress_pants_high,sweater_low,sweater_high,outerwear_low,outerwear_high,shoes_low,shoes_high,not_a_staple,search_url,store_used,currency_basis,status,source,note
J.Lindeberg,50,130,90,225,165,165,215,235,130,210,145,325,175,830,180,265,-,https://www.jlindebergusa.com/search?q=,https://www.jlindebergusa.com,USD,complete,"https://www.jlindeberg.com (EU store, geo HR/EUR, no US market; its country selector redirects United States to jlindebergusa.com) | https://www.jlindebergusa.com/products.json?limit=250&page=1..7 | https://www.jlindebergusa.com/products/alpha-t-shirt | https://www.jlindebergusa.com/search?q=jeans","range shoes; range outerwear; range sweater: no loafer, no suede/leather/shearling/cashmere jacket, and no cashmere knit exist, so plain ranges given. US Shopify store, Shopify.currency USD, 1595 products (7 pages), men = tag gender_Men (Women/unisex excluded); regular price = max(price, compare_at). Storefront check: Alpha T-shirt feed 60.00 = page $60; Jax LHT Slim Jeans page $215 = feed. Tee (analogous rule): low Ade T-shirt $50 (golf tech tee; cheapest lifestyle tee Alpha T-shirt $60), high Hale Heavy Logo T-shirt $130. Polo (analogous): low Bridge Polo / Tour Tech Reg Fit Golf Polo $90, high Jacques Structure Knit Polo $225 (fine-knit polo; dearest jersey polo Bergman Jacquard Oversize Polo $180; 30Y anniversary capsule excluded). Dress shirt: all regular long-sleeve woven shirts (Zachary Cotton Solid/Stripe/Linen, Marlon Cotton Tencel) are $165 so low = high = 165; Coen Mouline Structure Shirt $215 excluded because it has press-stud front (overshirt-like). Jeans (analogous): only 4 men's jeans, Jax LHT Slim $215 to Jax Light Wash Slim / Cody Reg $235 (search for jeans confirms 4 items). Dress pants (analogous): no true tailored trouser line; golf trousers used: low Elof Pant / Mitch Pant Light Poly $130, high Harris Stretch Wool Pants $210 (only wool trouser); fleece-lined Ellott Fleece Twill Pant $230 and cargo excluded. Sweater: crewnecks low Arthur Knit Org Cotton $145 (compare_at, final sale), high Faris Fair Isle Knit Sweater $325 (wool, compare_at, final sale); best merino crew Keane Merino Crew Neck $175; no cashmere sold. Outerwear: jackets excl. vests/overshirts, Ash Light Packable Jacket $175 to Alon Down Parka $830. Shoes: only golf/sport sneakers, Ace Low-Top Golf Sneaker / Bridge Golf Sneaker $180 to Vent 500 SE Golf Sneaker $265. Many items on 50% final sale; compare_at used throughout."
Malbon,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,https://malbon.com/search?q=,https://malbon.com,NC,complete,https://malbon.com/search?q=jeans | https://malbon.com/search?q=denim,"Search-URL-only row. /search?q=jeans returns denim products (Reform Pant Denim, GDC Denim Pant Navy/Light Blue, Foreman Overall stone-washed denim); /search?q=denim also returns results. Word that passed: jeans (and denim)."
Redvanly,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,https://www.redvanly.com/search?q=,https://www.redvanly.com,NC,complete,https://www.redvanly.com/search?q=jeans | https://www.redvanly.com/search?q=denim,Search-URL-only row. redvanly.com redirects to www.redvanly.com. /search?q=jeans states 130 results led by Ranstead Pull-On Jean colourways; denim states 139 results. Word that passed: jeans.
RLX,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,330,430,265,400,NONE,NONE,Shoes,SKIP,https://www.ralphlauren.com,USD,complete,"https://www.ralphlauren.com/brands-men-rlx-cg | https://www.ralphlauren.com/brands-men-rlx-cg/r/rlx (label RLX, 80 items; plus category refinements Sweaters and Jackets, Coats & Vests) | https://www.ralphlauren.com/men-clothing-sweaters/performance-cotton-blend-sweater/100097221.html | https://www.ralphlauren.com/men-clothing-sweaters/polo-bear-performance-sweater/100097244.html | https://www.ralphlauren.com/men-clothing-sweaters/polo-bear-performance-sweater/100086436.html","range sweater; range outerwear: no cashmere crewneck and no leather/suede jacket in RLX, so plain ranges. The RLX men page (brands-men-rlx-cg) shows 85 items of which 5 are Polo Ralph Lauren; filtered to label RLX (80 items); every tile read carries the RLX brand line. Sweater crewnecks (10 RLX sweaters, rest are polo-collar, quarter-zip, hooded, cardigan, vest): low Performance Cotton-Blend Sweater $330 (55% cotton/45% polyester), high Polo Bear Performance Sweater $430 (polyester/wool shell with wool/camel/cashmere decoration); other Polo Bear Performance Sweater $400. Outerwear (11 RLX jackets/vests): excluding vests and Quilted Shirt Jacket $250: Lightweight Hooded Jacket $265 to Reversible Flight Jacket $400 (Quilted Mockneck Jacket $350); all Standard Price. Shoes NONE: RLX men's assortment has no footwear category. US site, USD."
johnnie-O,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,198,198,248,998,228,248,-,SKIP,https://www.johnnie-o.com,USD,complete,https://www.johnnie-o.com/collections/mens-sweaters | https://www.johnnie-o.com/collections/mens-outerwear | https://www.johnnie-o.com/collections/mens-shoes | https://www.johnnie-o.com/search?q=loafer | https://www.johnnie-o.com/search?q=crewneck | https://www.johnnie-o.com/search?q=cashmere | product pages (JSON-LD offers),"range sweater: only one men's crewneck sweater exists, Ronald Merino Wool Crewneck Sweater $198, and no cashmere crewneck (cashmere only as Jamisons Top Shelf Cashmere Hooded Sweater $598 and Top Shelf Cashmere Zip Vest $998), so low = high = 198; Custom Surfer Logo Ronald $203 is made-to-order embroidery, excluded; Willard crewneck is a sweatshirt. Store is headless Shopify (products.json/collections.json return 404), so read from category pages and product-page JSON-LD; listing Current price matched JSON-LD on every item checked (USD, e.g. Wentworth Water Repellent Jacket $398). Outerwear: Mixed Media Jacket $248 (entry) vs Agnelli Suede Mixed Media Jacket $998 (suede version); cheapest jacket overall is Corsair Bomber Jacket $148 but no elevated version; sport coats excluded. Shoes: penny loafers Baja Penny Loafer $228, J Flex Penny Loafer Leather $248, J-Flex Suede Penny Loafer $248; Malibu Moccasin $198 (driving moccasin) not counted as loafer. No markdowns seen on these items."
Percival,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,210,320,255,795,NONE,NONE,Shoes,SKIP,https://percivalclo.com,USD,complete,"https://percivalclo.com/products.json?limit=250&page=1..4 | https://percivalclo.com/products/<gove-chore-jacket, afterward-suede-chore-jacket, white-glove-crew-neck-jumper> | https://percivalclo.com","Shopify.currency USD, country US; 871 products (4 pages); displayed prices match feed (Gove Chore Jacket $255; Afterward Suede Chore Jacket shows $555 sale with $795 regular; White Glove Boxy Crew Neck Jumper Mohair $270). Sweater: low Charlestown Knitted Jumper $210 (crew neck per description; compare_at, currently marked down); high White Glove Boxy Crew Neck Jumper Mohair (Black) $320 regular via compare_at (current colours $270), tie with Miller Jacquard Jumper Mohair Wool $320; no cashmere knit sold, mohair treated as the elevated fibre (alpaca Shugart Knit Jumper $255). Collabs (x Ford, x Guinness, x Champion) excluded. Outerwear: chore jacket pair, Gove Chore Jacket Denim $255 vs Afterward Suede Chore Jacket $795 (compare_at; on sale $555); tie alternative is western: Western Trucker Jacket Denim $255 vs Western Jacket Suede $730 (would give high 730); Prologue Suede Zip Jacket $795; Suede Western Jacket Percival x Warren excluded as collab; overshirts/waistcoats excluded. Shoes NONE: all 41 Footwear products are stocked third-party labels (G.H. Bass, Clarks Originals, Kleman, Vans, Timberland, Sebago, Solovair) plus a Kleman x Percival collab, vendor field still says Percival."
Hiroshi Kato,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,358,458,NONE,NONE,Sweater;Shoes,SKIP,https://kato-brand.com,USD,complete,"https://kato-brand.com/products.json?limit=250&page=1 | https://kato-brand.com/products/<the-propeller-moleskin-blacktop, the-blade-indigo-raw, kato-x-whites-oxford> | https://kato-brand.com","range outerwear: all 11 jackets are denim/moleskin work jackets with no suede/leather/shearling/cashmere version, so plain range: The Blade - Indigo Raw 14oz Selvedge (and Copper/Brown 10.5oz) $358 to The Propeller Moleskin (Blacktop / Weathered Navy) $458; no markdowns. Shopify.currency USD, 176 products total; feed matches displayed prices ($458, $358). Sweater NONE: no knitwear sold (Drill/Stamp Double Knit items are T-shirts by type). Shoes NONE: only footwear is KATO x White's Oxford and Semi Dress boots ($780), a collaboration with White's Boots, excluded; no loafers."
Sugar Cane,8690,15180,NONE,NONE,11880,29480,18480,32780,NONE,NONE,NONE,NONE,25300,275000,NONE,NONE,Polo;Dress pants;Sweater;Shoes,SKIP,https://store.toyo-enterprise.co.jp/shopbrand/sugarcane/,JPY,complete,"https://www.sugarcane.jp (brand site, no cart; links to Toyo Enterprise store) | https://store.toyo-enterprise.co.jp/shopbrand/sugarcane/page1..13/order/ | https://store.toyo-enterprise.co.jp/shopdetail/ (product pages for tee lots SC79349, SC79584, SC79534, SC79535, SC78984)","ALL FIGURES ARE JPY, tax-included (税込) as listed by Toyo Enterprise's official online store (Sugar Cane has no own/US store; sugarcane.jp links there); not converted. Sugar Cane brand listing = 608 entries over 13 pages of 48 (incl. repeats and sub-labels Headlight, Free Land, NUT, Alaska Sleeping Bag); only the SUGAR CANE label (incl. its Fiction Romance line) used. Tee (analogous rule): all are short-sleeve (size charts show ~18-22cm sleeve): low 1920's Cartoon T-Shirt Among Ourselves SC79349 8,690, high Fiction Romance Indigo Border Pocket T-Shirt SC79534 15,180. Polo NONE (no polos). Dress shirt: woven collared button-front incl. open-collar and short-sleeve (western snap shirts, zip/pullover excluded): low Rayon Check Open Shirt 11,880 (cheapest long-sleeve-type is India Madras Check Button Down Shirt 12,980), high Native American Indigo Dobby Work Shirt 29,480. Jeans: low 12oz White Denim 2021 Model (Slim Tapered) 18,480 (cheapest indigo: 14.25oz Denim 2021 Model 21,780), high 32,780 shared by 14oz Denim Boot Cut Aged Model SC42321SW and 砂糖黍製 14oz 江戸藍混右綾 Denim Slim Model SC41502; excluded as special/limited: 1947 Remake Aged Model 53,900, Made in USA series (up to 42,900) and Super Denim Collectibles (46,200+). Dress pants NONE: no tailored trousers, only work/engineer pants (Coke Stripe Work Pants 20,680 to Fiction Romance Awa-Ai Denim Pants 35,200). Sweater NONE: no knit sweaters (only knit caps/masks). Outerwear: 1953 Model (Type II) jacket pair, 14.25oz Denim Jacket Over Size 1953 Model / 11oz Cotton Pique Jacket 1953 Model 25,300 vs Black Horsehide Leather Jacket 1953 Model 275,000 (also Made in USA Horween Horsehide Leather Jacket 195,800); cheapest jacket overall 13oz Blue Denim Zip Jacket 23,980 has no leather version. Shoes NONE. No sale pricing seen on listing (single 税込 price per item)."
Buck Mason,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,178,368,298,798,NONE,NONE,Shoes,SKIP,https://www.buckmason.com,USD,complete,"https://www.buckmason.com/collections/mens-sweaters | https://www.buckmason.com/collections/mens-outerwear | https://www.buckmason.com/collections/mens-all | https://www.buckmason.com/collections/mens-shoes | product pages (meta description, JSON-LD price)","Headless Shopify (products.json 404), read from collection pages; mens-sweaters states 24 Items (all loaded), mens-outerwear 13 Items, mens-all 208 Items, mens-shoes 20 Items. USD; JSON-LD price matched card price (e.g. Seafarer Traveler Cotton Crew $178). Sweater: low Seafarer Traveler Cotton Crew $178 (fully-fashioned raglan crew sweater); Avalon Daybreak Crew $168 excluded as it is a cut-and-sew thermal top, not a sweater; high California Cashmere Cable Crew $368 (only cashmere crewneck; Seafarer Cotton Rib Crew $188). Outerwear: station jacket pair, Italian Doeskin Station Jacket $298 (fabric doeskin, composition not stated on page) vs Mojave Suede Station Jacket $798; next pair Jungle Cloth Deck Bomber $448 vs Polar Shearling Deck Jacket $1298; cheaper jackets (Craftsman Canvas Rider/Field $188, Hardware Store $198, Carry-On jackets) have no elevated own-label version (Bruiser leather jackets are different styles); Panhandler Suede Western Shirt excluded as shirt-jacket; collabs (Y'2 Leather, Lee, Rocky Mountain Featherbed, J.Press, J. Mueser) excluded. Shoes NONE: all footwear is third-party or collab (Moonstar, G.H. Bass x Buck Mason Larson Loafer $248, Sanders x Buck Mason Suede Whole Cut Loafer $398, Chamula x Buck Mason huarache)."
Duck Head,SKIP,SKIP,SKIP,SKIP,118,148,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,-,https://www.duckhead.com/search?q=,https://www.duckhead.com,USD,complete,https://www.duckhead.com/products.json?limit=250&page=1..4 | https://www.duckhead.com/products/cotton-oxford-sport-shirt-morris-solid-pale-pink | https://www.duckhead.com/search?q=jeans | https://www.duckhead.com/search?q=denim,"Shopify.currency USD; 774 products in feed. Dress shirt: current woven long-sleeve button-front range from product_type Wovens: low Cotton Oxford Sport Shirt $118 (also Cotton Twill / Cotton Slub Sport Shirt $118; page shows $118 = feed), high $148 shared by Cotton Flannel Sport Shirt, Performance Flannel Sport Shirt, Woodland Shooting Shirt, Madras Sport Shirt and Realtree Performance Dobby Guide Shirt. Excluded: snap-front shirts (Corduroy/Brushed Canvas/Denim Snap Shirt $138), Slater Moleskin Overshirt, one-off Duck Head Vintage resale shirts ($130-$200, tagged vintage), and ~219 untyped legacy/SALE products in the feed priced $44-$78 with no compare_at (sale copies, not full price). Search: /search?q=jeans states 121 results (Classic Straight Fit Denim etc.); denim 160 results. Word that passed: jeans."
Wythe,55,78,148,148,160,248,NONE,NONE,248,248,248,368,328,1498,898,1298,Jeans,SKIP,https://wythe.com,USD,complete,https://wythe.com/products.json?limit=250&page=1..2 | https://wythe.com/products/highland-cableknit-evergreen,"range polo; range shoes: no short-sleeve polo (only Garment Dyed Longsleeve Polo $148) and no loafer, so plain ranges. Shopify.currency USD, 339 products; storefront Highland Cableknit Sweater $248.00 = feed; no markdowns in the items used. Tee (analogous rule): Tubular Pocket Tee Shirt $55 to Tonkin Print / Watermelon Peace Print Tubular T-Shirt $78; excluded Football T-Shirt $98 (longer sleeves, cut for shoulder pads), Jim Franklin Tubular T-Shirt $85 (artist collaboration print) and Big Rock Candy Mountaineering vendor items. Dress shirt: low Oxford Cloth Button Down $160, high Cotton Herringbone Officer's Shirt $248; pearl-snap shirts, popovers and pullovers excluded; Embroidered Chambray Workshirt ($238/$278) treated as a decorated special. Jeans NONE: no 5-pocket denim; denim trousers are Denim Chino $228 and Denim Western Pant $248 (not 5-pocket); 5-pocket styles are cord/corduroy/leather. Dress pants (analogous): Western Pant (modelled on a 1940s tailored gabardine trouser) is the only trouser: Tencel Gabardine Western Pant / Denim Western Pant $248, so low = high; chinos run $228-$368 if chinos preferred. Sweater: low Highland Cableknit Sweater $248 (100% wool crewneck, confirmed by product photo), high Comet Crewneck Sweater / Downhill Crewneck Sweater $368 (merino/alpaca jacquard; no cashmere sold). Outerwear: ranch jacket pair, Printed Corral Plaid Tencel Ranch Jacket $328 (cheapest ranch; Bedford Cord Ranch Jacket $348) vs Suede Shearling Ranch Jacket $1498; vests excluded. Shoes: own-label handmade western boots, Sand/Chocolate Suede Roper Boots and Ranchero Roper Boots $898 to Five Card Stud Boots $1298; Kingdom Moc / Smokestack Moc $388 excluded as made with Easymoc (named maker/collab in description) and Wythe x Yuketen Canoe Mocs $500 excluded as collab; if the Easymoc mocs count as own-label, shoes_low would be 388."
AYR,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,265,595,395,1400,NONE,NONE,Shoes,SKIP,https://www.ayr.com,USD,complete,https://www.ayr.com/products.json?limit=250 | https://www.ayr.com/collections.json | https://www.ayr.com/collections/sweaters-menswear | https://www.ayr.com/collections/sweaters-menswear/products.json | https://www.ayr.com/collections/everything-menswear/products.json | https://www.ayr.com/collections/leather-jackets-mens/products.json,"Men's range = menswear tag / everything-menswear collection (81 products in feed; collections.json claims 199, likely counting unpublished). Shopify.currency USD; collection page prices match feed (The Big Softie $295, The Two-a-Days $265, The Fancy Boy $595). Sweater: crewnecks identified from product photos on the sweaters-menswear page since names are coded: low The Two-a-Days $265 (Italian merino crewneck), high The Fancy Boy $595 (cashmere crewneck); The Match $395 (cashmere/cotton rib crewneck) and The Big Softie $295 (cotton-blend crew) in between; The Collegiate is a v-neck, Cashmere Rugby a polo collar. Outerwear: The Scrambler in cotton twill $395 vs The Scrambler in leather $1400 (both listed as The Scrambler; leather-jackets-mens collection); cheaper jackets (The District $195 compare_at, The Trials $225, The Sideliner $265 compare_at) have no leather/suede version; The Baby Grand suede/leather $1400 is a separate style. Shoes NONE: no footwear collection or footwear products for men (accessories are belts/hats)."
